,LastTradingPrice,ClosingPrice,LastUpdate,Day'sRange,Change*,Day'sValue(mn),OpeningPrice,Day'sVolume(Nos,AdjustedOpeningPrice,Day'sTrade(Nos,Yesterday'sClosingPrice,MarketCapitalization(mn),Paid-upCapital(mn),TypeofInstrument,Face/parValue,MarketLot,TotalNo,Sector,Reserve&SurpluswithoutOCI(mn),OtherComprehensiveIncome(OCI)(mn),MarketCategory,ElectronicShare
271,63.3,63.3,3:45PM,3.700000000000003,2.6,11.03,60.7,176777.0,60.7,314.0,60.7,6400.815,1054.5,Equity,10.0,1.0,105450000.0,Cement,3748.8,90.4,A,Y
272,10.8,10.8,3:45PM,0.5,0.1,11.61,10.7,1075493.0,10.7,440.0,10.7,1422.781,1329.7,Equity,10.0,1.0,132970210.0,FinancialInstitutions,751.3,4.9,B,Y
273,7.4,7.4,3:45PM,0.20000000000000018,0.1,0.39,7.4,52929.0,7.3,27.0,7.3,730.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,-493.8,7.6,A,Y
274,24.1,24.1,3:45PM,1.0,0.4,129.83,24.1,5335235.0,23.7,1242.0,23.7,26835.118,11322.8,Equity,10.0,1.0,1132283477.0,Bank,15938.1,15.2,A,Y
275,17.3,17.3,3:45PM,0.6999999999999993,0.2,50.21,17.5,2873321.0,17.1,962.0,17.1,4666.872,2729.16,Equity,10.0,1.0,272916483.0,FinancialInstitutions,480.2,9.5,B,Y
276,53.1,53.1,3:45PM,2.5,0.2,2.37,53.3,44870.0,52.9,76.0,52.9,2162.42,408.77,Equity,10.0,1.0,40877498.0,Insurance,311.5,30.5,A,Y
277,58.3,58.3,3:45PM,2.799999999999997,-0.9,2.16,58.3,36976.0,59.2,85.0,59.2,1806.798,305.2,Equity,10.0,1.0,30520230.0,Insurance,0.0,1885.75,A,Y
278,23.1,23.1,3:45PM,2.3999999999999986,-1.7,10.61,25.0,451088.0,24.8,338.0,24.8,947.36,382.0,Equity,10.0,1.0,38200000.0,Textile,1809.4,24.0,B,Y
279,101.0,102.8,3:45PM,5.799999999999997,-3.3,4.87,104.3,48059.0,104.3,207.0,104.3,1735.882,166.43,Equity,10.0,1.0,16643168.0,Insurance,0.0,0,A,Y
280,142.5,140.0,3:45PM,12.800000000000011,-2.5,53.25,147.8,368912.0,145.0,262.0,145.0,5039.03,347.52,Equity,10.0,1.0,34751929.0,Insurance,279.5,81.7,A,Y
281,87.5,87.5,3:45PM,4.1000000000000085,-1.4,249.72,84.3,2859561.0,84.7,1800.0,88.9,13786.572,1550.8,Equity,10.0,1.0,155079555.0,Textile,1477.0,73.5,A,Y
282,29.5,29.5,3:45PM,1.0,0.6,23.16,29.3,776840.0,28.9,513.0,28.9,29717.703,10282.9,Equity,10.0,1.0,1028294219.0,Bank,28411.8,23.6,A,Y
283,38.9,38.9,3:45PM,0.9000000000000057,-0.1,8.17,39.0,211160.0,39.0,430.0,39.0,2264.745,580.7,Equity,10.0,1.0,58070395.0,Insurance,134.3,24.3,A,Y
284,48.7,48.7,3:45PM,3.0,-1.0,6.54,51.4,132391.0,49.7,156.0,49.7,3285.917,661.15,Equity,10.0,1.0,66115038.0,Engineering,1093.8,63.1,A,Y
285,29.1,29.1,3:45PM,1.3000000000000007,-0.8,36.02,29.9,1230678.0,29.9,860.0,29.9,3913.193,1308.76,Equity,10.0,1.0,130876020.0,Textile,707.6,30.5,A,Y
286,352.2,352.2,3:45PM,17.0,18.9,98.11,349.0,281413.0,333.3,1765.0,333.3,6666.067,200.0,Equity,10.0,1.0,20000200.0,Food&Allied,-8.5,325.3,A,Y
287,245.0,247.0,3:45PM,14.600000000000023,-5.6,0.16,259.5,657.0,250.6,15.0,250.6,2370.597,94.6,Equity,10.0,1.0,9459683.0,Textile,254.0,302.2,A,Y
288,44.3,44.0,3:45PM,1.2000000000000028,0.9,13.82,43.3,315013.0,43.4,298.0,43.4,18573.842,4279.69,Equity,10.0,1.0,427968701.0,CeramicsSector,1270.0,26.0,A,Y
289,0,132.2,3:45PM,0,0,0,0,0,132.2,0,132.2,1322.0,100.0,Equity,10.0,1.0,10000000.0,Engineering,177.3,166.3,A,Y
290,53.9,53.9,3:45PM,3.0,-0.8,50.55,54.3,921731.0,54.7,347.0,54.7,4034.733,737.61,Equity,10.0,1.0,73761124.0,Food&Allied,180.0,53.6,B,Y
291,4903.7,4898.8,3:45PM,50.0,59.0,1.46,4855.0,299.0,4844.7,32.0,4844.7,22891.208,47.25,Equity,10.0,1.0,4725000.0,Pharmaceuticals&Chemicals,775.0,4546.1,A,Y
292,11.0,11.0,3:45PM,1.0,-0.7,7.06,11.9,622401.0,11.7,330.0,11.7,1504.762,1286.12,Equity,10.0,1.0,128612138.0,Textile,1613.4,10.6,B,Y
293,11.2,11.3,3:45PM,0.3000000000000007,0.0,1.2,11.3,106507.0,11.2,37.0,11.2,677.6,605.0,MutualFund,10.0,1.0,60500000.0,MutualFunds,106.6,11.8,A,Y
294,83.4,83.4,3:45PM,2.4000000000000057,-2.0,4.25,85.4,50408.0,85.4,213.0,85.4,8980.757,1051.61,Equity,10.0,1.0,105161087.0,Insurance,5335.3,53.4,A,Y
295,1317.9,1317.9,3:45PM,9.4,-2.5,15.46,1320.5,11723.0,1320.4,586.0,1320.4,128670.558,974.48,Equity,10.0,1.0,97448166.0,Pharmaceuticals&Chemicals,20828.4,1432.5,A,Y
296,915.3,949.6,3:45PM,44.90000000000009,-44.8,0.14,960.2,151.0,960.1,28.0,960.1,1920.2,20.0,Equity,10.0,1.0,2000000.0,Engineering,-19.8,1168.9,A,Y
297,51.7,51.7,3:45PM,2.799999999999997,0.1,11.84,52.6,226572.0,51.6,288.0,51.6,2560.303,496.18,Equity,10.0,1.0,49618284.0,Insurance,254.2,44.8,A,Y
298,10.1,10.1,3:45PM,0.40000000000000036,-0.2,22.43,10.4,2211472.0,10.3,761.0,10.3,5153.224,5003.13,Equity,10.0,1.0,500313043.0,Textile,2087.9,0,A,Y
299,6.3,6.3,3:45PM,0.20000000000000018,-0.1,1.81,6.5,286201.0,6.4,150.0,6.4,2512.287,3925.45,Equity,10.0,1.0,392544834.0,Textile,-4397.0,7.3,Z,Y
300,38.7,38.7,3:45PM,0.3999999999999986,-0.1,29.28,39.0,755049.0,38.8,1216.0,38.8,203231.796,52379.3,Equity,10.0,1.0,5237932895.0,Telecommunication,14303.4,44.3,N,Y
301,22.1,21.9,3:45PM,1.0,-1.6,19.81,22.5,906384.0,23.7,631.0,23.7,2398.181,1011.89,Equity,10.0,1.0,101189088.0,Engineering,3266.1,27.2,A,Y
302,0,53.0,3:45PM,0,0,0,0,0,53.0,0,53.0,6017.616,1135.4,Equity,10.0,1.0,113539933.0,Engineering,4031.5,63.2,A,Y
303,37.7,37.7,3:45PM,1.5,0.6,37.58,38.0,980065.0,37.1,862.0,37.1,16902.222,4555.85,Equity,10.0,1.0,455585495.0,Bank,6908.7,24.4,A,Y
304,45.5,45.5,3:45PM,1.0999999999999943,-0.5,25.09,46.2,550529.0,46.0,673.0,46.0,3526.609,766.65,Equity,10.0,1.0,76665412.0,Insurance,873.8,28.8,A,Y
305,64.8,64.8,3:45PM,1.2999999999999972,-0.9,7.0,65.7,107811.0,65.7,219.0,65.7,1971.935,300.14,Equity,10.0,1.0,30014236.0,Insurance,0.0,0,A,Y
306,24.1,24.1,3:45PM,2.3000000000000007,-2.0,16.06,25.6,654743.0,26.1,595.0,26.1,782.523,299.82,Equity,10.0,1.0,29981716.0,Textile,335.5,25.5,B,Y
307,41.0,41.0,3:45PM,1.3999999999999986,-1.4,198.35,40.5,4872236.0,42.4,2051.0,42.4,15173.546,3578.67,Equity,10.0,1.0,357866649.0,Services&RealEstate,1112.9,44.3,A,Y
308,15.4,15.4,3:45PM,0.5999999999999996,-0.6,14.24,15.8,907799.0,16.0,440.0,16.0,2380.4,1487.75,Equity,10.0,1.0,148775000.0,Textile,3095.8,20.0,A,Y
309,21.1,21.1,3:45PM,0.8000000000000007,-1.3,11.87,21.8,558913.0,22.4,328.0,22.4,2028.6,905.63,Equity,10.0,1.0,90562500.0,Textile,2126.0,24.6,A,Y
310,26.9,26.9,3:45PM,1.3000000000000007,-0.4,3.85,27.3,142672.0,27.3,194.0,27.3,2685.531,983.71,Equity,10.0,1.0,98371100.0,Engineering,452.1,38.0,A,Y
311,52.6,52.6,3:45PM,3.0999999999999943,-2.1,107.77,54.7,2032013.0,54.7,1590.0,54.7,3556.747,650.23,Equity,10.0,1.0,65022793.0,Pharmaceuticals&Chemicals,159.7,55.9,B,Y
312,73.5,72.4,3:45PM,4.299999999999997,-1.4,2.28,75.8,31429.0,74.9,156.0,74.9,772.968,103.2,Equity,10.0,1.0,10320000.0,TanneryIndustries,45.3,109.1,B,Y
313,78.7,78.7,3:45PM,4.200000000000003,-4.3,3.23,82.7,40557.0,83.0,137.0,83.0,1566.645,188.75,Equity,10.0,1.0,18875237.0,Services&RealEstate,740.4,93.9,A,Y
314,33.9,33.9,3:45PM,1.5,-0.6,9.2,34.7,267811.0,34.5,308.0,34.5,3784.603,1096.99,Equity,10.0,1.0,109698633.0,Insurance,0.0,0,A,Y
315,25.3,25.3,3:45PM,1.3999999999999986,-1.3,5.1,24.7,201236.0,26.6,227.0,26.6,6300.665,2369.0,Equity,10.0,1.0,236867123.0,Services&RealEstate,5406.9,24.1,A,Y
316,170.2,170.2,3:45PM,13.900000000000006,-11.7,0.76,181.9,4410.0,181.9,87.0,181.9,253.35,13.93,Equity,10.0,1.0,1392800.0,Miscellaneous,-5.2,240.2,Z,Y
317,20.8,20.8,3:45PM,0.7999999999999972,0.2,113.6,20.9,5409363.0,20.6,2302.0,20.6,16163.698,7846.46,Equity,10.0,1.0,784645517.0,Bank,2460.2,0,N,Y
318,42.2,42.2,3:45PM,2.0,-0.8,52.13,43.1,1218073.0,43.0,976.0,43.0,5192.25,1207.5,Equity,10.0,1.0,120750000.0,Travel&Leisure,76.1,49.7,B,Y
319,0,13.1,3:45PM,0,0,0,0,0,13.1,0,13.1,1307.174,997.84,MutualFund,10.0,1.0,99784300.0,MutualFunds,32.4,11.0,A,Y
320,9.1,9.1,3:45PM,0.20000000000000107,0.2,3.2,9.2,348165.0,8.9,150.0,8.9,649.206,729.45,MutualFund,10.0,1.0,72944500.0,MutualFunds,175.1,10.1,A,Y
321,10.0,10.1,3:45PM,0.5,0.2,2.09,9.9,206800.0,9.8,80.0,9.8,980.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,131.0,10.3,A,Y
322,10.0,10.0,3:45PM,0.40000000000000036,0.1,4.73,10.2,464813.0,9.9,174.0,9.9,495.0,500.0,MutualFund,10.0,1.0,50000000.0,MutualFunds,91.8,10.2,A,Y
323,23.4,23.4,3:45PM,0.5999999999999979,0.6,37.29,23.1,1593573.0,22.8,633.0,22.8,23463.411,10291.0,Equity,10.0,1.0,1029096952.0,Bank,7678.8,21.9,A,Y
324,26.2,26.2,3:45PM,0.7999999999999972,-0.8,1.84,26.6,70024.0,27.0,89.0,27.0,3807.97,1410.36,Equity,10.0,1.0,141035911.0,Textile,3180.1,32.7,A,Y
325,31.1,31.1,3:45PM,2.8000000000000043,-2.4,19.94,33.7,629311.0,33.5,331.0,33.5,5034.69,1502.89,Equity,10.0,1.0,150289243.0,Textile,870.7,20.1,A,Y
326,14.5,14.5,3:45PM,1.299999999999999,-0.4,7.33,15.2,513058.0,14.9,380.0,14.9,854.779,573.68,Equity,10.0,1.0,57367750.0,Engineering,127.0,21.6,A,Y
327,82.7,82.7,3:45PM,5.900000000000006,0.1,0.08,85.0,920.0,82.6,27.0,82.6,413.0,50.0,Equity,10.0,1.0,5000000.0,Food&Allied,-4997.7,111.4,Z,Y
328,16.2,16.2,3:45PM,1.0,1.4,131.15,15.2,8201100.0,14.8,1103.0,14.8,14576.651,9849.09,Equity,10.0,1.0,984908844.0,Bank,8247.3,12.7,A,Y
329,25.0,25.0,3:45PM,2.0,-1.5,9.19,26.5,360619.0,26.5,353.0,26.5,2750.886,1038.07,Equity,10.0,1.0,103807000.0,Pharmaceuticals&Chemicals,1208.4,24.1,A,Y
330,18.4,18.4,3:45PM,0.8000000000000007,-0.5,9.48,18.8,511145.0,18.9,290.0,18.9,2579.85,1365.0,Equity,10.0,1.0,136500000.0,Pharmaceuticals&Chemicals,833.1,26.3,A,Y
331,15.9,15.9,3:45PM,1.299999999999999,-0.7,7.16,16.9,445738.0,16.6,307.0,16.6,1321.283,795.95,Equity,10.0,1.0,79595381.0,Textile,575.8,23.3,A,Y
332,168.2,168.2,3:45PM,4.0,-1.3,8.81,171.0,52198.0,169.5,303.0,169.5,16899.631,997.03,Equity,10.0,1.0,99702838.0,Engineering,8210.8,165.8,A,Y
333,49.4,49.8,3:45PM,2.5,-2.2,2.23,51.4,44222.0,51.6,167.0,51.6,1031.825,199.97,Equity,10.0,1.0,19996600.0,Miscellaneous,213.7,60.1,A,Y
334,28.1,28.1,3:45PM,0.0,2.5,0.13,28.1,4771.0,25.6,75.0,25.6,1024.0,400.0,Equity,10.0,1.0,40000000.0,Insurance,266.2,0,N,Y
335,27.9,27.9,3:45PM,2.1000000000000014,-1.8,17.75,29.8,623475.0,29.7,589.0,29.7,2515.59,847.0,Equity,10.0,1.0,84700000.0,Miscellaneous,321.8,44.2,A,Y
336,432.0,432.7,3:45PM,16.899999999999977,-5.4,2.28,440.0,5230.0,437.4,192.0,437.4,1186.229,27.12,Equity,10.0,1.0,2712000.0,Jute,584.5,399.1,A,Y
337,65.6,65.6,3:45PM,2.0999999999999943,-1.1,5.69,66.0,86435.0,66.7,369.0,66.7,3168.25,475.0,Equity,10.0,1.0,47500000.0,Insurance,0.0,0,A,Y
338,614.1,614.1,3:45PM,27.899999999999977,-18.8,58.96,633.0,94973.0,632.9,1126.0,632.9,13900.674,219.63,Equity,10.0,1.0,21963460.0,Paper&Printing,4984.4,453.9,A,Y
339,75.8,75.8,3:45PM,2.299999999999997,-0.4,6.65,77.0,87318.0,76.2,311.0,76.2,3051.158,400.41,Equity,10.0,1.0,40041445.0,Insurance,385.2,44.5,A,Y
340,17.4,17.4,3:45PM,1.5,-0.8,3.0,18.1,169614.0,18.2,146.0,18.2,481.7,264.67,Equity,10.0,1.0,26467056.0,Textile,327.2,23.4,B,Y
341,17.7,17.7,3:45PM,1.1000000000000014,0.9,212.48,17.2,11936715.0,16.8,2743.0,16.8,19974.201,11889.4,Equity,10.0,1.0,1188940522.0,Bank,17814.4,12.4,A,Y
342,33.0,33.0,3:45PM,2.299999999999997,-1.2,29.49,34.8,887781.0,34.2,689.0,34.2,5026.239,1469.66,Equity,10.0,1.0,146966055.0,CeramicsSector,2805.5,35.3,B,Y
343,101.8,101.8,3:45PM,8.700000000000003,-3.8,57.13,109.8,551515.0,105.6,1003.0,105.6,18221.431,1725.51,Equity,10.0,1.0,172551433.0,Fuel&Power,3270.6,127.2,A,Y
344,53.9,53.9,3:45PM,1.7000000000000028,-0.8,20.5,54.5,380407.0,54.7,364.0,54.7,10789.684,1972.52,Equity,10.0,1.0,197252000.0,Textile,5185.1,53.0,A,Y
345,225.3,225.3,3:45PM,3.9000000000000057,0.4,165.57,225.0,737088.0,224.9,2110.0,224.9,199362.832,8864.51,Equity,10.0,1.0,886451011.0,Pharmaceuticals&Chemicals,67021.2,242.2,A,Y
346,21.8,21.8,3:45PM,1.3999999999999986,-1.1,65.28,23.0,2948554.0,22.9,1730.0,22.9,6968.241,3042.9,Equity,10.0,1.0,304290000.0,Engineering,1883.1,12.5,A,Y
347,162.6,162.6,3:45PM,5.099999999999994,-4.5,4.34,167.1,26540.0,167.1,170.0,167.1,1079.575,64.61,Equity,10.0,1.0,6460650.0,CeramicsSector,-17.5,226.5,B,Y
348,78.8,78.8,3:45PM,3.5,-1.9,9.85,80.7,123876.0,80.7,402.0,80.7,3494.035,432.97,Equity,10.0,1.0,43296593.0,Insurance,393.5,40.0,A,Y
349,11.4,11.4,3:45PM,0.9000000000000004,1.0,271.08,10.6,24133541.0,10.4,3264.0,10.4,10723.862,10311.4,Equity,10.0,1.0,1031140558.0,Bank,6453.8,8.6,A,Y
350,105.9,105.9,3:45PM,4.699999999999989,-6.4,5.8,110.1,53930.0,112.3,462.0,112.3,1559.257,138.85,Equity,10.0,1.0,13884750.0,Textile,201.4,205.8,A,Y
351,38.3,38.3,3:45PM,0.7999999999999972,-0.6,59.93,38.9,1559255.0,38.9,1247.0,38.9,41540.425,10678.8,Equity,10.0,1.0,1067877239.0,Fuel&Power,17715.9,42.3,A,Y
352,35.8,35.8,3:45PM,2.0,-0.4,0.16,36.5,4512.0,36.2,20.0,36.2,1294.537,357.61,Equity,10.0,1.0,35760690.0,Insurance,0.0,0,Z,Y
353,55.3,55.3,3:45PM,2.6000000000000014,-0.7,1.33,57.7,23932.0,56.0,74.0,56.0,2384.871,425.87,Equity,10.0,1.0,42586977.0,Insurance,339.3,40.1,A,Y
354,10.1,10.0,3:45PM,0.6999999999999993,-0.5,2.8,10.6,274110.0,10.6,181.0,10.6,946.955,893.35,Equity,10.0,1.0,89335375.0,Textile,176.1,5.6,Z,Y
355,133.3,133.3,3:45PM,5.800000000000011,-5.8,1.77,136.1,13164.0,139.1,109.0,139.1,4182.009,300.65,Equity,10.0,1.0,30064767.0,Textile,2119.6,162.7,Z,Y
356,36.0,36.0,3:45PM,0.8000000000000043,0.0,10.43,36.0,288541.0,36.0,312.0,36.0,35611.986,9892.22,Equity,10.0,1.0,989221831.0,Fuel&Power,58945.3,44.1,A,Y
357,17.5,17.5,3:45PM,1.3999999999999986,-0.6,3.22,18.7,178801.0,18.1,132.0,18.1,1200.518,663.27,Equity,10.0,1.0,66326946.0,Textile,807.7,22.9,B,Y
358,6.2,6.2,3:45PM,0.09999999999999964,0.1,4.23,6.2,677616.0,6.1,125.0,6.1,1851.879,3035.86,MutualFund,10.0,1.0,303586675.0,MutualFunds,390.8,6.3,A,Y
359,35.9,35.9,3:45PM,1.5,1.1,16.35,35.0,454758.0,34.8,312.0,34.8,24625.37,7076.26,Equity,10.0,1.0,707625576.0,Bank,10315.7,31.0,A,Y
360,7.2,7.2,3:45PM,0.10000000000000053,0.6,3.84,7.1,535592.0,6.6,219.0,6.6,703.91,1066.53,Equity,10.0,1.0,106653030.0,Textile,217.2,12.1,Z,Y
361,17.7,17.7,3:45PM,0.8999999999999986,0.5,75.41,17.3,4227126.0,17.2,1304.0,17.2,21988.428,12784.0,Equity,10.0,1.0,1278396949.0,Bank,21499.6,14.2,A,Y
362,2869.4,2851.4,3:45PM,47.5,40.3,2.63,2845.0,923.0,2829.1,90.0,2829.1,34080.609,120.46,Equity,10.0,1.0,12046449.0,Food&Allied,1362.3,2751.0,A,Y
363,10.8,10.8,3:45PM,0.3999999999999986,0.1,10.65,10.9,965627.0,10.7,362.0,10.7,1846.54,1725.74,Equity,10.0,1.0,172573843.0,FinancialInstitutions,-1014.2,6.3,B,Y
364,49.7,49.7,3:45PM,4.400000000000006,1.9,10.43,47.8,213730.0,47.8,239.0,47.8,14072.32,2944.0,Equity,10.0,1.0,294400000.0,Travel&Leisure,14332.3,62.8,A,Y
365,23.0,23.0,3:45PM,1.0,0.5,29.8,22.6,1286785.0,22.5,595.0,22.5,4210.079,1871.15,Equity,10.0,1.0,187114615.0,FinancialInstitutions,1326.2,14.9,A,Y
366,63.0,62.9,3:45PM,1.8000000000000043,-1.7,1.13,64.4,17770.0,64.7,41.0,64.7,2879.15,445.0,Equity,10.0,1.0,44500000.0,Insurance,1025.5,39.6,A,Y
367,272.3,272.3,3:45PM,2.8999999999999773,1.9,76.81,271.1,283103.0,270.4,1372.0,270.4,156749.601,5796.95,Equity,10.0,1.0,579695270.0,Fuel&Power,22008.3,301.3,A,Y
368,51.7,52.0,3:45PM,2.5999999999999943,-2.7,0.27,54.3,5156.0,54.4,27.0,54.4,947.153,174.11,Equity,10.0,1.0,17410901.0,Miscellaneous,-320.1,70.8,Z,Y
369,26.8,26.8,3:45PM,1.1000000000000014,0.8,116.84,26.4,4365336.0,26.0,1479.0,26.0,14681.768,5646.83,Equity,10.0,1.0,564683389.0,Bank,11816.4,24.2,A,Y
370,45.0,45.0,3:45PM,2.3999999999999986,1.9,6.46,43.1,144655.0,43.1,259.0,43.1,5666.853,1314.82,Equity,10.0,1.0,131481504.0,FinancialInstitutions,5977.6,46.0,A,Y
371,10.0,10.0,3:45PM,0.1999999999999993,0.0,10.74,10.0,1062545.0,10.0,202.0,10.0,1043.2,1043.0,MutualFund,10.0,1.0,104320000.0,MutualFunds,55.7,6.9,A,Y
372,9.2,9.1,3:45PM,0.3000000000000007,0.3,4.61,9.0,505899.0,8.9,107.0,8.9,1412.831,1587.45,MutualFund,10.0,1.0,158745000.0,MutualFunds,25.8,7.1,A,Y
373,22.4,22.4,3:45PM,1.1999999999999993,-0.7,12.5,23.3,554068.0,23.1,442.0,23.1,2438.899,1055.8,Equity,10.0,1.0,105580055.0,Textile,782.1,27.1,A,Y
374,1154.4,1154.4,3:45PM,29.7,-10.1,11.42,1176.0,9870.0,1164.5,405.0,1164.5,352760.055,3029.28,Equity,10.0,1.0,302928343.0,Engineering,90428.9,1276.1,A,Y
375,275.4,275.4,3:45PM,19.099999999999966,14.2,9.59,268.2,35273.0,261.2,469.0,261.2,3871.668,148.23,Equity,10.0,1.0,14822618.0,Pharmaceuticals&Chemicals,694.3,339.6,A,Y
376,9.7,9.7,3:45PM,0.40000000000000036,-0.3,7.86,10.0,810428.0,10.0,491.0,10.0,2352.038,2352.04,Equity,10.0,1.0,235203769.0,Engineering,2613.8,12.2,A,Y
377,10.6,10.6,3:45PM,0.40000000000000036,-0.3,0.94,11.0,87553.0,10.9,82.0,10.9,803.317,736.99,Equity,10.0,1.0,73698818.0,Engineering,128.3,14.4,B,Y
378,8.2,8.2,3:45PM,0.5,-0.2,1.96,8.5,238173.0,8.4,129.0,8.4,956.158,1138.28,Equity,10.0,1.0,113828369.0,Textile,-139.4,10.6,B,Y
379,7.0,6.9,3:45PM,0.2999999999999998,-0.2,2.23,7.2,316955.0,7.2,146.0,7.2,589.166,818.29,Equity,10.0,1.0,81828549.0,Textile,422.4,7.2,B,Y
380,113.1,112.3,3:45PM,13.0,-8.9,0.46,122.0,3931.0,122.0,44.0,122.0,732.0,60.0,Equity,10.0,1.0,6000000.0,Food&Allied,-4268.8,137.2,Z,Y
381,6.8,6.8,3:45PM,0.20000000000000018,0.0,8.97,6.8,1318281.0,6.8,222.0,6.8,1971.479,2899.23,MutualFund,10.0,1.0,289923349.0,MutualFunds,401.9,7.8,A,Y
382,22.1,22.1,3:45PM,1.7000000000000028,-1.2,26.84,23.3,1183838.0,23.3,678.0,23.3,466.0,200.0,MutualFund,10.0,1.0,20000000.0,MutualFunds,32.4,14.8,A,Y
383,45.8,45.8,3:45PM,2.8999999999999986,-2.0,7.64,45.5,170621.0,43.5,328.0,47.8,2687.492,562.24,Equity,10.0,1.0,56223682.0,ITSector,916.5,62.2,A,Y
384,28.1,28.1,3:45PM,0.8999999999999986,-2.7,9.92,28.2,352610.0,28.0,344.0,30.8,1790.646,581.38,Equity,10.0,1.0,58137864.0,ITSector,281.0,37.0,A,Y
385,6.0,6.1,3:45PM,0.09999999999999964,-0.1,4.37,6.1,720393.0,6.1,72.0,6.1,1458.451,2390.9,MutualFund,10.0,1.0,239090396.0,MutualFunds,260.8,6.2,A,Y
386,15.2,15.2,3:45PM,1.1000000000000014,-0.8,127.66,16.1,8236178.0,16.0,2252.0,16.0,13373.419,8358.39,Equity,10.0,1.0,835838671.0,Bank,17330.8,9.9,B,Y
387,0,29.5,3:45PM,0,0,0,0,0,29.5,0,29.5,2974.583,1008.33,Equity,10.0,1.0,100833333.0,Textile,2417.9,42.0,A,Y
388,304.3,304.3,3:45PM,13.800000000000011,6.9,87.95,295.0,291552.0,297.4,1643.0,297.4,18768.989,631.1,Equity,10.0,1.0,63110252.0,Pharmaceuticals&Chemicals,6865.2,300.6,A,Y
389,154.0,154.0,3:45PM,6.699999999999989,3.4,5.25,154.4,34653.0,150.6,313.0,150.6,6777.0,450.0,Equity,10.0,1.0,45000000.0,Pharmaceuticals&Chemicals,1952.0,170.9,A,Y
390,88.3,88.3,3:45PM,2.299999999999997,-0.2,16.69,88.5,187408.0,88.5,235.0,88.5,18726.75,2116.02,Equity,10.0,1.0,211601700.0,Pharmaceuticals&Chemicals,11810.7,107.7,A,Y
391,21.8,21.8,3:45PM,0.8000000000000007,-0.2,29.78,22.0,1355931.0,22.0,699.0,22.0,5278.605,2399.37,Equity,10.0,1.0,239936580.0,Pharmaceuticals&Chemicals,1960.3,16.5,B,Y
392,60.8,60.8,3:45PM,3.5,-1.7,36.73,63.1,582373.0,62.5,286.0,62.5,4040.729,646.52,Equity,10.0,1.0,64651666.0,ITSector,573.7,74.1,A,Y
393,26.4,26.4,3:45PM,1.1000000000000014,0.8,22.82,26.1,872578.0,25.6,695.0,25.6,2337.449,913.07,Equity,10.0,1.0,91306600.0,Pharmaceuticals&Chemicals,207.5,26.9,A,Y
394,30.3,30.3,3:45PM,1.3999999999999986,-0.2,24.98,30.3,819932.0,30.5,595.0,30.5,3514.094,1152.16,Equity,10.0,1.0,115216200.0,Pharmaceuticals&Chemicals,904.4,18.5,A,Y
395,27.4,27.5,3:45PM,0.6999999999999993,-0.2,1.89,28.0,68748.0,27.6,115.0,27.6,2642.215,957.32,Equity,10.0,1.0,95732422.0,Engineering,2879.5,36.8,A,Y
396,20.6,20.6,3:45PM,1.3000000000000007,-0.5,13.75,20.9,656398.0,21.1,404.0,21.1,1530.936,725.56,Equity,10.0,1.0,72556194.0,ITSector,61.1,25.5,B,Y
397,53.7,53.7,3:45PM,1.3999999999999986,0.9,7.56,53.8,141175.0,52.8,244.0,52.8,1676.765,317.57,Equity,10.0,1.0,31756920.0,Insurance,532.6,36.1,A,Y
398,8.9,8.9,3:45PM,0.09999999999999964,0.0,1.05,8.9,117599.0,8.9,27.0,8.9,890.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,157.0,9.1,A,Y
399,46.1,46.1,3:45PM,2.0,1.5,6.78,45.6,146712.0,44.6,237.0,44.6,1973.624,442.52,Equity,10.0,1.0,44251669.0,Textile,419.0,31.0,A,Y
400,67.9,68.0,3:45PM,2.0,-1.7,8.2,69.9,119990.0,69.6,229.0,69.6,1551.979,222.99,Equity,10.0,1.0,22298549.0,Textile,-34.1,70.8,B,Y
401,27.5,27.5,3:45PM,0.6000000000000014,-0.5,11.16,28.0,405129.0,28.0,240.0,28.0,29817.261,10649.0,Equity,10.0,1.0,1064902185.0,Bank,14806.8,21.9,A,Y
402,15.6,15.6,3:45PM,1.0,0.7,122.8,15.0,7863753.0,14.9,3065.0,14.9,3872.913,2599.27,Equity,10.0,1.0,259927023.0,Textile,890.6,7.5,A,Y
403,0,16.9,3:45PM,0,0,0,0,0,16.9,0,16.9,945.859,559.68,Equity,10.0,1.0,55968000.0,Textile,323.4,18.9,Z,Y
404,56.0,56.0,3:45PM,4.799999999999997,4.2,115.14,52.0,2095220.0,51.8,2301.0,51.8,6784.267,1309.7,Equity,10.0,1.0,130970400.0,Miscellaneous,2616.3,66.0,A,Y
405,387.0,386.3,3:45PM,13.5,-3.1,0.74,390.1,1918.0,390.1,44.0,390.1,936.24,24.0,Equity,10.0,1.0,2400000.0,Pharmaceuticals&Chemicals,33.9,488.2,A,Y
406,212.0,209.9,3:45PM,6.0,-0.3,7.15,214.0,34146.0,212.3,291.0,212.3,1698.4,80.0,Equity,10.0,1.0,8000000.0,Food&Allied,536.0,277.9,A,Y
